customer_id,phone,country,address,level_royalty
CUST0281,(350)893-3157x8227,Japan,"266 Joshua Square Lake William, RI 28408",Platinum
CUST0282,880.467.0831,Japan,"592 Perry Springs Apt. 535 Natashaborough, WA 89655",Bronze
CUST0283,875-675-6848,France,"63493 Wilkinson Highway Suite 941 East Kimfurt, IN 06760",Platinum
CUST0284,307.508.1936,Germany,"088 Joseph Fall Apt. 385 New Christopher, NH 15108",Silver
CUST0285,001-579-302-2474,Australia,"202 Richard Skyway West Jonathanside, PA 10865",Gold
CUST0286,928-891-4648,Germany,"80709 Sanders Avenue Apt. 751 East Christopherside, IN 33417",Platinum
CUST0287,(262)466-5489x970,France,"0058 Riley Hollow Suite 765 West Jennifermouth, SD 99511",Platinum
CUST0288,946-957-8375x0480,France,"896 Jones Squares Lake Jaime, OH 87832",Bronze
CUST0289,(264)607-9592x598,Australia,"47814 Newman Port Apt. 704 Griffinport, KY 41406",Bronze
CUST0290,203-293-7503x0867,Vietnam,"9621 Franklin Forges Apt. 983 North Josephside, OK 37947",Bronze
CUST0291,800-749-6186,Germany,Unit 2173 Box 7156 DPO AA 92295,Silver
CUST0292,+1-838-956-5705x362,USA,"112 Courtney Cove New Courtneyfurt, NM 03867",Bronze
CUST0293,4657635401,Korea,"73181 Cassandra Trail Heatherton, GU 71869",Silver
CUST0294,949.982.5439,UK,"226 William Pike Port Lauren, KY 86037",Bronze
CUST0295,981.258.4693,Singapore,"81411 Armstrong Locks Apt. 606 West Tara, AL 16187",Silver
CUST0296,001-357-284-6149,UK,"7207 Mikayla Estate South Jonathonfort, PR 20827",Silver
CUST0297,+1-789-559-9932,Australia,"5966 Courtney Island Lake Xavier, WV 86282",Bronze
CUST0298,+1-395-647-4189x2237,Singapore,"271 Thomas Loaf New Stevenborough, MO 74924",Silver
CUST0299,(649)907-9303,Australia,"PSC 0471, Box 0105 APO AA 25233",Gold
CUST0300,+1-880-819-5839,Germany,"06798 Doyle Roads Apt. 765 New Jeffreyfort, IA 09833",Silver
